Year,Month,month week,WeekNum,StartDate,PCG-BP,PCG-EMI,PCG-P09,PCG-P10,PCG-P15,PCG-P20,PCG-P25,PCG-P26,PCG-SS,PCG-SIN,PCG-SGS,PCG-EFB,PCG-P05
2018,12,5,53,31-Dec-18,1,1,2,1,22,13,2,5,0,0,1,0,0
2019,1,4,2,07-Jan-19,0,0,2,3,39,18,2,5,0,0,0,0,0
2019,1,4,3,14-Jan-19,0,1,2,4,40,18,2,6,0,0,1,0,0
2019,1,4,4,21-Jan-19,0,1,2,3,40,18,2,6,0,0,0,0,0
2019,1,4,5,28-Jan-19,1,1,2,4,40,18,3,6,0,0,1,0,0
2019,2,4,6,04-Feb-19,0,0,1,0,34,2,0,3,0,0,0,0,0
2019,2,4,7,11-Feb-19,0,0,2,0,34,2,1,4,0,0,0,0,0
2019,2,4,8,18-Feb-19,0,0,1,0,34,2,1,4,0,0,0,0,0
2019,2,4,9,25-Feb-19,0,1,2,0,35,2,1,4,0,0,0,0,0
2019,3,4,10,04-Mar-19,0,0,1,5,35,8,0,5,0,0,0,0,0
2019,3,4,11,11-Mar-19,1,0,1,5,36,9,1,5,0,0,0,0,0
2019,3,4,12,18-Mar-19,1,0,1,5,35,8,1,5,0,0,0,0,0
2019,3,4,13,25-Mar-19,1,1,2,6,36,9,1,6,0,0,1,0,0
2019,4,5,14,01-Apr-19,0,0,3,0,13,6,3,11,0,0,0,0,0
2019,4,5,15,08-Apr-19,0,1,3,0,13,7,3,11,0,0,1,0,0
2019,4,5,16,15-Apr-19,0,0,4,0,13,7,4,12,0,0,1,0,0
2019,4,5,17,22-Apr-19,0,1,3,0,13,7,3,11,0,0,1,0,0
2019,4,5,18,29-Apr-19,0,1,4,0,14,7,4,12,0,0,1,0,0
2019,5,4,19,06-May-19,0,0,1,6,28,14,1,10,0,0,0,0,0
2019,5,4,20,13-May-19,0,0,2,7,28,15,1,11,0,0,0,0,0
2019,5,4,21,20-May-19,0,0,1,7,28,14,1,11,0,0,0,0,0
2019,5,4,22,27-May-19,1,0,2,7,29,15,2,11,0,0,1,0,0
2019,6,4,23,03-Jun-19,0,0,3,4,19,19,2,8,0,0,0,0,0
2019,6,4,24,10-Jun-19,0,1,3,5,19,19,3,8,0,0,1,0,0
2019,6,4,25,17-Jun-19,0,1,3,5,19,19,2,8,0,0,0,0,0
2019,6,4,26,24-Jun-19,1,1,3,5,19,20,3,9,0,0,1,0,0
2019,7,5,27,01-Jul-19,1,0,2,2,42,5,1,7,0,0,0,0,0
2019,7,5,28,08-Jul-19,1,1,2,2,42,5,1,7,0,0,0,0,0
2019,7,5,29,15-Jul-19,1,1,2,3,42,5,1,7,0,0,0,0,0
2019,7,5,30,22-Jul-19,1,1,2,2,42,5,1,7,0,0,0,0,0
2019,7,5,31,29-Jul-19,2,1,2,3,42,6,1,7,0,0,0,0,0
2019,8,4,32,05-Aug-19,0,0,3,5,49,3,2,5,0,0,0,0,0
2019,8,4,33,12-Aug-19,1,0,4,5,49,4,3,5,0,0,0,0,0
2019,8,4,34,19-Aug-19,1,0,4,5,49,4,2,5,0,0,0,0,0
2019,8,4,35,26-Aug-19,1,1,4,5,50,4,3,6,0,0,0,0,0
2019,9,5,36,02-Sep-19,0,0,0,5,35,1,0,4,0,0,0,0,0
2019,9,5,37,09-Sep-19,0,0,1,5,35,1,0,4,0,0,0,1,0
2019,9,5,38,16-Sep-19,1,0,0,5,35,1,1,4,0,0,1,1,0
2019,9,5,39,23-Sep-19,0,0,1,5,35,1,0,4,0,0,0,1,0
2019,9,5,40,30-Sep-19,1,1,1,5,35,2,1,5,0,0,1,1,0
2019,10,4,41,07-Oct-19,0,0,3,9,68,6,3,9,0,0,0,0,0
2019,10,4,42,14-Oct-19,0,1,3,10,68,6,4,9,0,0,0,1,0
2019,10,4,43,21-Oct-19,0,0,3,10,68,6,3,9,0,0,0,0,0
2019,10,4,44,28-Oct-19,0,1,3,10,69,7,4,9,0,0,0,1,0
2019,11,4,45,04-Nov-19,1,0,0,0,57,5,1,6,0,0,0,0,0
2019,11,4,46,11-Nov-19,2,0,0,0,58,5,2,6,0,0,0,0,0
2019,11,4,47,18-Nov-19,1,0,0,0,58,5,2,6,0,0,0,0,0
2019,11,4,48,25-Nov-19,2,0,1,0,58,6,2,7,0,0,1,0,0
2019,12,5,49,02-Dec-19,1,0,2,8,43,5,0,5,0,0,0,0,0
2019,12,5,50,09-Dec-19,1,0,2,9,44,5,1,5,0,0,0,0,0
2019,12,5,51,16-Dec-19,1,0,2,9,43,5,0,6,0,0,0,1,0
2019,12,5,52,23-Dec-19,1,0,2,9,44,5,1,5,0,0,0,0,0
2019,12,5,53,30-Dec-19,2,0,2,9,44,5,1,6,0,0,0,1,0
2020,1,4,2,06-Jan-20,1,0,1,3,49,8,1,6,0,0,0,0,0
2020,1,4,3,13-Jan-20,1,0,2,4,49,8,1,7,0,0,1,0,0
2020,1,4,4,20-Jan-20,1,0,1,3,49,8,1,7,0,0,0,0,0
2020,1,4,5,27-Jan-20,2,0,2,4,49,9,2,7,0,0,1,0,0
2020,2,4,6,03-Feb-20,0,0,0,5,45,11,0,12,0,0,0,0,0
2020,2,4,7,10-Feb-20,1,0,0,5,45,11,0,13,0,0,0,0,0
2020,2,4,8,17-Feb-20,1,0,0,5,45,11,0,12,0,0,0,0,0
2020,2,4,9,24-Feb-20,1,0,0,5,45,12,1,13,0,0,0,0,0
2020,3,5,10,02-Mar-20,0,0,0,0,23,2,0,6,0,0,0,0,0
2020,3,5,11,09-Mar-20,0,0,1,0,23,2,0,7,0,0,0,0,0
2020,3,5,12,16-Mar-20,0,0,0,0,23,3,0,6,0,0,1,0,0
2020,3,5,13,23-Mar-20,0,0,1,0,23,2,0,7,0,0,0,0,0
2020,3,5,14,30-Mar-20,0,0,1,0,24,3,1,7,0,0,1,1,0
2020,4,4,15,06-Apr-20,0,0,1,0,8,2,0,0,0,0,0,0,0
2020,4,4,16,13-Apr-20,0,0,1,0,8,2,1,0,0,0,1,0,0
2020,4,4,17,20-Apr-20,0,0,1,0,8,2,1,0,0,0,0,0,0
2020,4,4,18,27-Apr-20,0,0,2,0,8,3,1,0,0,0,1,0,0
2020,5,4,19,04-May-20,0,0,1,0,39,1,2,1,0,0,0,0,0
2020,5,4,20,11-May-20,0,0,1,0,39,2,2,1,0,0,0,0,0
2020,5,4,21,18-May-20,0,0,1,0,39,2,2,1,0,0,0,0,0
2020,5,4,22,25-May-20,0,0,1,0,39,2,3,2,0,0,1,0,0
2020,6,5,23,01-Jun-20,0,0,2,6,51,11,0,8,0,0,0,0,0
2020,6,5,24,08-Jun-20,0,0,3,6,51,12,1,9,0,0,0,0,0
2020,6,5,25,15-Jun-20,0,0,2,6,52,11,0,8,0,0,0,0,0
2020,6,5,26,22-Jun-20,0,0,3,6,51,12,1,9,0,0,0,0,0
2020,6,5,27,29-Jun-20,1,0,3,6,52,12,1,9,0,0,1,1,0
2020,7,4,28,06-Jul-20,0,0,3,6,76,11,1,12,0,0,0,0,0
2020,7,4,29,13-Jul-20,1,0,3,7,77,12,2,13,0,0,1,0,0
2020,7,4,30,20-Jul-20,0,0,3,6,76,12,2,12,0,0,1,0,0
2020,7,4,31,27-Jul-20,1,0,4,7,77,12,2,13,0,0,1,0,0
2020,8,5,32,03-Aug-20,1,0,2,3,33,4,1,16,0,0,0,1,0
2020,8,5,33,10-Aug-20,2,0,3,3,33,5,1,16,0,0,0,1,0
2020,8,5,34,17-Aug-20,1,0,2,3,33,5,1,16,0,0,1,1,0
2020,8,5,35,24-Aug-20,2,0,3,3,33,5,1,16,0,0,0,1,0
2020,8,5,36,31-Aug-20,2,0,3,4,33,5,2,16,0,0,1,2,0
2020,9,4,37,07-Sep-20,1,0,3,5,60,5,1,16,0,0,0,0,0
2020,9,4,38,14-Sep-20,1,0,4,5,61,5,2,16,0,0,1,1,0
2020,9,4,39,21-Sep-20,1,0,4,5,61,5,2,16,0,0,1,1,0
2020,9,4,40,28-Sep-20,1,0,4,5,61,5,2,16,0,0,1,1,0
2020,10,4,41,05-Oct-20,1,0,4,10,83,4,1,8,0,0,0,0,0
2020,10,4,42,12-Oct-20,1,0,5,10,83,5,1,9,0,0,1,1,1
2020,10,4,43,19-Oct-20,1,0,4,10,83,5,1,8,0,0,1,0,1
2020,10,4,44,26-Oct-20,2,0,5,10,83,5,2,9,0,0,1,1,1
2020,11,5,45,02-Nov-20,0,0,1,3,51,3,0,2,0,0,0,0,0
2020,11,5,46,09-Nov-20,0,0,1,3,52,3,1,3,0,0,1,0,0
2020,11,5,47,16-Nov-20,1,0,2,3,51,3,0,2,0,0,1,0,0
2020,11,5,48,23-Nov-20,0,0,1,3,52,3,1,3,0,0,1,0,0
2020,11,5,49,30-Nov-20,1,0,2,4,52,3,1,3,0,0,1,0,0
2020,12,4,50,07-Dec-20,1,0,1,0,60,9,0,10,0,0,0,0,0
2020,12,4,51,14-Dec-20,1,0,1,0,61,10,1,10,0,0,0,0,0
2020,12,4,52,21-Dec-20,1,0,1,0,61,9,0,10,0,0,0,0,0
2020,12,4,53,28-Dec-20,1,0,1,0,61,10,1,11,0,0,0,0,0
2021,1,4,2,04-Jan-21,0,0,1,17,80,4,0,10,0,0,0,0,0
2021,1,4,3,11-Jan-21,1,0,2,17,80,5,0,11,0,0,0,0,0
2021,1,4,4,18-Jan-21,1,0,1,17,80,4,0,11,0,0,0,0,0
2021,1,4,5,25-Jan-21,1,0,2,18,81,5,1,11,0,0,1,0,0
2021,2,4,6,01-Feb-21,1,0,2,0,32,6,1,1,0,0,0,0,0
2021,2,4,7,08-Feb-21,2,0,2,0,33,7,2,1,0,0,1,0,0
2021,2,4,8,15-Feb-21,1,0,2,0,32,6,2,1,0,0,0,0,0
2021,2,4,9,22-Feb-21,2,0,3,0,33,7,2,2,0,0,1,0,0
2021,3,5,10,01-Mar-21,0,0,1,14,46,3,1,1,0,0,0,0,0
2021,3,5,11,08-Mar-21,1,0,1,15,47,4,1,1,0,0,0,0,0
2021,3,5,12,15-Mar-21,1,0,2,14,46,4,1,1,0,0,0,0,0
2021,3,5,13,22-Mar-21,1,0,1,15,47,4,1,1,0,0,0,0,0
2021,3,5,14,29-Mar-21,1,0,2,15,47,4,1,1,0,0,0,0,0
2021,4,4,15,05-Apr-21,2,0,1,0,58,7,0,2,0,0,0,0,0
2021,4,4,16,12-Apr-21,2,0,2,0,58,7,1,2,0,0,1,0,0
2021,4,4,17,19-Apr-21,2,0,1,0,58,7,0,2,0,0,0,0,0
2021,4,4,18,26-Apr-21,2,0,2,0,59,8,1,2,0,0,1,0,0
2021,5,5,19,03-May-21,0,0,1,0,27,2,1,4,0,0,1,0,0
2021,5,5,20,10-May-21,0,0,2,0,27,3,1,4,0,0,1,0,0
2021,5,5,21,17-May-21,1,0,1,0,28,3,1,5,0,0,1,0,0
2021,5,5,22,24-May-21,0,0,2,0,27,3,1,4,0,0,1,0,0
2021,5,5,23,31-May-21,1,0,2,0,28,3,2,5,0,0,2,0,0
2021,6,4,24,07-Jun-21,0,0,0,0,38,12,1,10,0,0,0,0,0
2021,6,4,25,14-Jun-21,1,0,0,0,39,12,1,11,0,0,1,0,0
2021,6,4,26,21-Jun-21,0,0,0,0,39,12,1,11,0,0,0,0,0
2021,6,4,27,28-Jun-21,1,0,1,0,39,12,2,11,0,0,1,0,0
2021,7,4,28,05-Jul-21,0,0,3,10,50,14,0,18,0,0,0,0,0
2021,7,4,29,12-Jul-21,0,0,4,11,51,14,1,19,0,0,0,0,0
2021,7,4,30,19-Jul-21,0,0,4,11,51,14,1,19,0,0,0,0,0
2021,7,4,31,26-Jul-21,1,0,4,11,51,15,1,19,0,0,1,0,0
2021,8,5,32,02-Aug-21,0,0,5,0,28,4,1,14,0,0,0,0,0
2021,8,5,33,09-Aug-21,0,0,5,0,28,4,2,14,0,0,0,0,0
2021,8,5,34,16-Aug-21,0,0,6,0,28,4,1,14,0,0,0,0,0
2021,8,5,35,23-Aug-21,0,0,5,0,28,4,2,14,0,0,0,0,0
2021,8,5,36,30-Aug-21,1,0,6,0,28,4,2,15,0,0,1,0,0
2021,9,4,37,06-Sep-21,0,0,2,0,16,4,0,3,0,0,0,0,0
2021,9,4,38,13-Sep-21,0,0,3,0,17,5,0,3,0,0,0,0,0
2021,9,4,39,20-Sep-21,0,0,3,0,17,5,0,3,0,0,0,0,0
2021,9,4,40,27-Sep-21,0,0,3,0,17,5,1,4,0,0,0,0,0
2021,10,4,41,04-Oct-21,0,0,0,11,32,4,0,7,0,0,0,0,0
2021,10,4,42,11-Oct-21,0,0,0,11,32,5,1,8,0,0,1,0,0
2021,10,4,43,18-Oct-21,0,0,0,11,32,4,0,7,0,0,0,0,0
2021,10,4,44,25-Oct-21,0,0,0,12,32,5,1,8,0,0,1,0,0
2021,11,5,45,01-Nov-21,0,0,1,0,58,4,1,5,0,0,0,0,0
2021,11,5,46,08-Nov-21,0,0,1,0,58,5,1,5,0,0,0,0,0
2021,11,5,47,15-Nov-21,0,0,1,0,58,4,1,6,0,0,0,0,0
2021,11,5,48,22-Nov-21,0,0,1,0,58,5,1,5,0,0,0,0,0
2021,11,5,49,29-Nov-21,0,0,1,0,59,5,1,6,0,0,0,0,0
2021,12,4,50,06-Dec-21,1,0,1,0,34,3,1,7,0,0,0,1,0
2021,12,4,51,13-Dec-21,1,0,2,0,35,3,1,7,0,0,1,1,0
2021,12,4,52,20-Dec-21,1,0,2,0,34,3,1,7,0,0,0,1,0
2021,12,4,53,27-Dec-21,2,0,2,0,35,4,2,7,0,0,1,1,0
2022,1,5,2,03-Jan-22,0,0,1,0,26,4,1,3,0,0,0,0,0
2022,1,5,3,10-Jan-22,1,0,1,0,27,4,1,3,0,0,0,0,0
2022,1,5,4,17-Jan-22,1,0,2,0,26,5,1,4,0,0,0,0,0
2022,1,5,5,24-Jan-22,1,0,1,0,27,4,1,3,0,0,0,0,0
2022,1,5,6,31-Jan-22,1,0,2,0,27,5,2,4,0,0,0,0,0
2022,2,4,7,07-Feb-22,0,0,5,0,38,7,0,6,0,0,0,0,0
2022,2,4,8,14-Feb-22,0,0,5,0,38,7,1,7,0,0,0,0,0
2022,2,4,9,21-Feb-22,0,0,5,0,38,7,0,6,0,0,0,0,0
2022,2,4,10,28-Feb-22,0,0,6,0,39,7,1,7,0,0,0,0,0
2022,3,4,11,07-Mar-22,0,0,2,5,39,8,0,15,0,0,0,0,0
2022,3,4,12,14-Mar-22,1,0,2,5,40,9,1,15,0,0,1,0,0
2022,3,4,13,21-Mar-22,1,0,2,5,40,8,1,15,0,0,0,0,0
2022,3,4,14,28-Mar-22,1,0,2,5,40,9,1,16,0,0,1,0,0
2022,4,4,15,04-Apr-22,0,0,4,0,63,6,0,9,0,0,0,0,0
2022,4,4,16,11-Apr-22,0,0,4,0,63,6,1,10,0,0,1,0,0
2022,4,4,17,18-Apr-22,0,0,4,0,63,6,1,10,0,0,1,0,0
2022,4,4,18,25-Apr-22,0,0,4,0,63,7,1,10,0,0,1,0,0
2022,5,5,19,02-May-22,0,0,3,0,20,4,1,6,0,0,0,0,0
2022,5,5,20,09-May-22,1,0,4,0,21,4,2,7,0,0,0,0,0
2022,5,5,21,16-May-22,1,0,4,0,21,4,2,6,0,0,1,0,0
2022,5,5,22,23-May-22,1,0,4,0,21,4,2,7,0,0,0,0,0
2022,5,5,23,30-May-22,1,0,4,0,21,5,2,7,0,0,1,0,0
2022,6,4,24,06-Jun-22,1,0,4,0,26,3,1,7,0,0,0,0,0
2022,6,4,25,13-Jun-22,1,0,5,0,26,4,1,8,0,0,1,0,0
2022,6,4,26,20-Jun-22,1,0,5,0,26,3,1,8,0,0,1,0,0
2022,6,4,27,27-Jun-22,2,0,5,0,26,4,2,8,0,0,1,0,0
2022,7,4,28,04-Jul-22,0,0,0,0,25,4,0,9,0,0,2,0,0
2022,7,4,29,11-Jul-22,1,0,1,0,26,4,1,10,0,0,2,0,0
2022,7,4,30,18-Jul-22,0,0,0,0,26,4,0,10,0,0,2,0,0
2022,7,4,31,25-Jul-22,1,0,1,0,26,4,1,10,0,0,2,0,0
2022,8,5,32,01-Aug-22,1,0,1,0,23,17,0,7,0,0,0,0,0
2022,8,5,33,08-Aug-22,1,0,2,0,23,18,1,8,0,0,1,0,0
2022,8,5,34,15-Aug-22,1,0,1,0,23,17,0,8,0,0,1,0,0
2022,8,5,35,22-Aug-22,1,0,2,0,23,18,1,8,0,0,1,0,0
2022,8,5,36,29-Aug-22,2,0,2,0,23,18,1,8,0,0,1,0,0
2022,9,4,37,05-Sep-22,0,0,0,0,39,5,2,13,0,0,1,0,0
2022,9,4,38,12-Sep-22,1,0,0,0,40,6,3,14,0,0,1,0,0
2022,9,4,39,19-Sep-22,0,0,0,0,40,6,2,14,0,0,1,0,0
2022,9,4,40,26-Sep-22,1,0,0,0,40,6,3,14,0,0,2,0,0
2022,10,5,41,03-Oct-22,2,0,1,0,29,2,1,9,0,0,0,0,0
2022,10,5,42,10-Oct-22,2,0,1,0,30,2,1,10,0,0,0,0,0
2022,10,5,43,17-Oct-22,3,0,1,0,29,3,1,10,0,0,0,0,0
2022,10,5,44,24-Oct-22,2,0,1,0,30,2,1,10,0,0,0,0,0
2022,10,5,45,31-Oct-22,3,0,2,0,30,3,1,10,0,0,0,1,0
2022,11,4,46,07-Nov-22,1,0,2,0,28,9,0,8,0,0,0,0,0
2022,11,4,47,14-Nov-22,1,0,3,0,29,10,0,8,0,0,0,1,0
2022,11,4,48,21-Nov-22,1,0,2,0,28,10,0,8,0,0,0,1,0
2022,11,4,49,28-Nov-22,2,0,3,0,29,10,1,9,0,0,1,1,0
2022,12,4,50,05-Dec-22,1,0,0,0,35,8,1,5,0,0,0,0,0
2022,12,4,51,12-Dec-22,1,0,1,0,36,8,1,6,0,0,0,0,0
2022,12,4,52,19-Dec-22,1,0,1,0,36,8,1,6,0,0,0,0,0
2022,12,4,53,26-Dec-22,1,0,1,0,36,8,1,6,0,0,1,1,0
2023,1,5,1,02-Jan-23,2,0,1,0,35,11,0,7,0,0,0,0,0
2023,1,5,2,09-Jan-23,2,0,1,0,35,11,0,7,0,0,0,0,0
2023,1,5,3,16-Jan-23,2,0,1,0,35,11,0,8,0,0,0,0,0
2023,1,5,4,23-Jan-23,2,0,1,0,35,11,0,7,0,0,0,0,0
2023,1,5,5,30-Jan-23,2,0,1,0,36,11,1,8,0,0,0,0,0
2023,2,4,6,06-Feb-23,0,0,1,0,35,7,1,16,0,0,0,0,0
2023,2,4,7,13-Feb-23,1,0,2,0,35,7,1,16,0,0,1,0,0
2023,2,4,8,20-Feb-23,1,0,1,0,35,7,1,16,0,0,0,0,0
2023,2,4,9,27-Feb-23,1,0,2,0,36,8,1,16,0,0,1,0,0
2023,3,4,10,06-Mar-23,2,0,3,10,68,18,0,18,0,0,0,0,0
2023,3,4,11,13-Mar-23,2,0,3,10,69,19,0,18,0,0,1,0,0
2023,3,4,12,20-Mar-23,2,0,3,10,68,18,0,18,0,0,0,0,0
2023,3,4,13,27-Mar-23,2,0,4,11,69,19,1,18,0,0,1,0,0
2023,4,4,14,03-Apr-23,0,0,2,0,44,5,1,11,0,0,0,0,0
2023,4,4,15,10-Apr-23,0,0,2,0,44,5,1,11,0,0,0,0,0
2023,4,4,16,17-Apr-23,0,0,2,0,44,5,1,11,0,0,0,0,0
2023,4,4,17,24-Apr-23,1,0,2,0,44,5,1,12,0,0,0,0,0
2023,5,5,18,01-May-23,1,0,0,5,53,3,0,15,0,0,0,0,0
2023,5,5,19,08-May-23,1,0,1,6,54,4,1,15,0,0,0,0,0
2023,5,5,20,15-May-23,1,0,0,6,53,3,0,15,0,0,0,1,0
2023,5,5,21,22-May-23,1,0,1,6,54,4,1,15,0,0,0,0,0
2023,5,5,22,29-May-23,1,0,1,6,54,4,1,16,0,0,1,1,0
2023,6,4,23,05-Jun-23,1,0,0,7,39,3,1,24,0,0,0,0,0
2023,6,4,24,12-Jun-23,1,0,0,8,40,3,1,24,0,0,0,0,0
2023,6,4,25,19-Jun-23,1,0,0,7,40,3,1,24,0,0,0,0,0
2023,6,4,26,26-Jun-23,1,0,0,8,40,3,1,24,0,0,0,0,0
2023,7,5,27,03-Jul-23,1,0,1,0,20,0,0,11,0,0,0,0,0
2023,7,5,28,10-Jul-23,1,0,1,0,20,0,1,11,0,0,1,0,0
2023,7,5,29,17-Jul-23,1,0,1,0,20,0,0,11,0,0,0,0,0
2023,7,5,30,24-Jul-23,1,0,1,0,20,0,1,11,0,0,1,0,0
2023,7,5,31,31-Jul-23,1,0,1,0,21,1,1,12,0,0,1,0,0
2023,8,4,32,07-Aug-23,1,0,0,0,8,8,0,5,0,0,0,0,0
2023,8,4,33,14-Aug-23,2,0,0,0,9,8,0,5,0,0,0,0,0
2023,8,4,34,21-Aug-23,2,0,0,0,9,8,0,5,0,0,0,0,0
2023,8,4,35,28-Aug-23,2,0,1,0,9,9,0,6,0,0,0,0,0
2023,9,4,36,04-Sep-23,2,0,1,12,35,10,1,3,0,0,0,0,0
2023,9,4,37,11-Sep-23,2,0,2,13,36,10,1,4,0,0,0,0,0
2023,9,4,38,18-Sep-23,2,0,2,12,35,10,1,4,0,0,0,0,0
2023,9,4,39,25-Sep-23,2,0,2,13,36,11,2,4,0,0,1,0,0
2023,10,5,40,02-Oct-23,0,0,0,4,25,3,1,11,0,0,0,0,0
2023,10,5,41,09-Oct-23,0,0,1,5,26,4,1,11,0,0,0,1,0
2023,10,5,42,16-Oct-23,0,0,1,5,26,3,1,11,0,0,0,0,0
2023,10,5,43,23-Oct-23,0,0,1,5,26,4,1,11,0,0,0,1,0
2023,10,5,44,30-Oct-23,1,0,1,5,26,4,1,12,0,0,0,1,0
2023,11,4,45,06-Nov-23,1,0,0,0,11,5,0,5,0,0,0,0,0
2023,11,4,46,13-Nov-23,2,0,0,0,11,6,1,6,0,0,1,0,0
2023,11,4,47,20-Nov-23,1,0,0,0,11,5,1,6,0,0,0,0,0
2023,11,4,48,27-Nov-23,2,0,1,0,12,6,1,6,0,0,1,0,0
2023,12,4,49,04-Dec-23,0,0,0,0,82,1,1,0,0,0,0,0,0
2023,12,4,50,11-Dec-23,1,0,1,0,82,2,1,0,0,0,0,0,0
2023,12,4,51,18-Dec-23,0,0,0,0,82,2,1,0,0,0,0,0,0
2023,12,4,52,25-Dec-23,1,0,1,0,82,2,1,0,0,0,0,0,0
2024,1,1,1,01-Jan-24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
